REF,GSM1302403,GSM1302404,GSM1302405,GSM1302406,GSM1302407,GSM1302408,GSM1302409,GSM1302410,GSM1302411
hsa-miR-103b,1227.62500367812,1361.20799998801,1302.56899821177,1466.81899647923,2044.86799686802,2271.72900438045,2028.08999928227,2495.62499736994,3695.38898917846
hsa-miR-105-3p,494.832999853837,555.861000049491,645.903000069429,676.638999949891,525.278000096006,478.4170000872,598.485999877053,562.181000143079,599.930999989344
hsa-miR-105-5p,283.568999932159,390.333000064973,544.917000097289,626.596999907259,1536.33300149244,411.694000043101,661.291999813084,715.861000097921,660.24999992353
hsa-miR-106a-3p,765.360999901178,821.652999886176,623.902999855091,630.65300008592,789.972000184442,490.666999854686,728.5970002186,832.16699971397,727.596999842843
hsa-miR-106b-3p,619.736000174988,506.555999922244,608.95799988791,533.541999964604,656.236000173603,464.778000002834,772.707999831398,761.624999990862,767.138999987778
hsa-miR-106b-5p,502.743000029685,445.457999859045,432.583000005772,463.923999911588,461.972000095011,464.464999855596,464.464999855596,437.944000106823,437.944000106823
hsa-miR-107,809.770999964882,734.388999811521,796.145999890333,662.423999896924,501.048999928577,678.332999769033,395.257000079882,750.603999894851,1058.53500228838
hsa-miR-10a-3p,1605.16700401108,1639.00000102308,1882.20799789102,1910.24999338573,1882.20799789102,1968.18100528047,1521.56899659605,1994.44399908275,1536.33300149244
hsa-miR-10a-5p,540.014000085812,473.513999973823,758.027999815089,777.722000149327,734.750000177572,427.361000092655,662.389000176788,694.02799994206,661.291999813084
hsa-miR-10b-3p,1910.24999338573,2311.51400778389,3514.86099577668,3514.86099577668,882.916999872451,479.027999941661,3640.04199628788,1750.62499640595,3640.04199628788
hsa-miR-10b-5p,798.417000094139,696.792000022463,640.082999880522,597.888999949634,1264.2079963556,641.611000071009,1058.13899935157,1304.52799572666,1071.65299770575
hsa-miR-1178,794.833000196876,999.513999696831,861.499999865674,950.12499998317,926.868000196375,905.597000194174,929.763999820816,791.749999984529,733.450999950026
hsa-miR-1179,1355.61099691723,1824.31900563265,1436.82600369205,1764.95800326661,2094.13899993877,1649.76400541369,2128.20100197183,1176.86100226121,2495.62499736994
hsa-miR-1180,2061.92399661114,2934.45799171723,1776.87500176753,1846.68800431083,3102.06200850328,2028.08999928227,3064.43100955867,1901.99299835522,2271.72900438045
hsa-miR-1181,694.250000087174,650.659999975412,620.097000178094,579.17400004849,525.332999883734,528.264000145694,532.375000165932,534.681000016589,585.235999832678
hsa-miR-1182,666.763999980519,581.979000015137,711.582999884105,776.69400006159,557.382000069864,579.992999970588,558.270999821385,441.99299996967,548.083000077993
hsa-miR-1183,435.125000083339,452.465000005315,401.818999929578,395.257000079882,685.757000229123,458.944000129031,681.28500011338,535.028000056524,679.708000064224
hsa-miR-1184,5827.70098356704,5404.78498508485,12861.0490075795,13275.4790349068,55325.1048608067,9223.7429962924,34360.1248935326,4942.9510012986,4478.10400448068
hsa-miR-1185-5p,1140.84000312368,1102.61799764602,857.99999970291,915.319000073203,921.582999938491,794.833000196876,923.64600020275,803.819000116472,844.896000131676
hsa-miR-1193,748.31900013952,905.597000194174,881.37499984358,978.561999870237,737.228999787271,692.506999970329,736.228999869653,724.770999860025,645.43799981751
hsa-miR-1197,836.965000267237,772.840000175551,932.291999981247,782.291999838437,1367.1669960667,1565.68100539219,1361.20799998801,1156.09699678434,851.999999866629
hsa-miR-1200,2144.37500677038,2748.80600891679,2495.62499736994,924.979000028676,3904.11799200942,2094.13899993877,3849.45099670535,1912.44400234712,2587.23599452503
hsa-miR-1201,612.944000122227,431.840000092155,546.089999925276,577.056000087721,841.542000173441,632.652999860507,838.368000056373,711.582999884105,672.653000166868
hsa-miR-1202,463.028000051835,497.924000021157,570.443999960186,565.839999925276,570.833000172438,466.299000152265,572.805999870245,488.055999921119,451.694000036134
hsa-miR-1203,461.40299996898,464.464999855596,433.103999856405,412.139000118062,540.438000108829,576.47200009351,546.660000062503,469.166999918235,574.791999933336
hsa-miR-1204,520.007000074785,432.583000005772,555.771000081124,407.742999942783,601.075999797231,646.896000075729,603.757000198703,492.582999914215,608.028000077141
hsa-miR-1205,1160.61799713094,1116.74300294934,1164.51400108291,1253.58300421841,1924.79899631946,1384.90300320388,1901.99299835522,1204.29900038665,1291.22200052249
hsa-miR-1206,450.263999958502,441.99299996967,447.611000116243,510.653000105349,710.805999922534,506.416999847789,708.832999770044,636.812000059821,1173.45099600625
hsa-miR-1207-3p,688.437999813038,578.103999833039,634.548999850138,699.458000005989,716.181000094645,791.749999984529,715.229000173262,620.660000186246,592.402999835305
hsa-miR-1207-5p,500.534999974427,420.055999946982,380.222000037256,498.514000054788,752.903000248995,525.694000145071,751.535000136718,656.478999775254,869.944000230228
hsa-miR-1208,556.714999944763,503.340000031984,552.027999959653,520.70099993359,525.694000145071,566.972000006482,520.70099993359,523.479000139154,565.839999925276
hsa-miR-122-3p,593.610999973811,622.027999939566,754.569000094153,645.903000069429,1233.40300414221,556.58299994495,937.292000118623,995.471999939689,940.388999839358
hsa-miR-122-5p,576.47200009351,325.597000073817,555.325999875445,480.485999886005,574.791999933336,522.09700011797,577.056000087721,590.082999845015,448.014000132537
hsa-miR-1224-3p,580.888999875771,508.500000050226,495.937999919296,575.582999962939,606.29900012412,509.924000003823,607.5069999815,477.777999981685,528.889000058599
hsa-miR-1224-5p,550.48599988336,474.124999903303,695.311999911086,647.47199981492,778.146000160916,400.90999993853,565.444000171238,361.15299992993,1061.37500207603
hsa-miR-1225-3p,10423.3540103702,9467.7229869255,2271.72900438045,2254.06899432824,14616.6110296504,30202.9018969331,13721.3819546067,32308.8199947329,17366.3610172345
hsa-miR-1225-5p,712.403000217478,878.937999698636,620.660000186246,521.048999917491,796.145999890333,774.22900005675,796.145999890333,637.486000139763,760.31199996094
hsa-miR-1226-3p,1223.06899904424,1007.27099974754,771.756999879593,846.965000233137,628.645999871003,541.576000031984,622.902999799338,527.465000154595,534.681000016589
hsa-miR-1226-5p,517.499999861294,553.367999848379,586.957999911248,618.99299986467,438.256999941427,513.181000040046,444.04199998513,494.2220001414,479.264000163221
hsa-miR-1227,768.45799974264,706.757000037979,679.708000064224,681.28500011338,590.082999845015,579.17400004849,591.965000148883,504.416999872754,494.597000069089
hsa-miR-1228-3p,525.332999883734,651.381999879306,690.853999977117,567.29900012144,467.854000053351,609.243000113576,470.277999979485,634.548999850138,472.472000152039
hsa-miR-1228-5p,808.167000154872,907.867999970084,1113.6529983972,863.54199973667,788.298999903981,670.424000148076,791.749999984529,651.381999879306,613.895999834638
hsa-miR-1229,1258.38900043388,1859.33300042926,1355.61099691723,1310.32599674904,1070.19399975933,857.99999970291,1061.37500207603,712.403000217478,557.777999932492
hsa-miR-1231,2434.63899171729,2198.45099668184,3904.11799200942,2410.94400682933,6734.83301369203,2962.87500669266,6336.6880094232,2869.81899324291,5192.39600048407
hsa-miR-1233,525.694000145071,565.006999886552,671.221999925719,469.166999918235,572.125000158364,617.847000166679,574.360999985123,503.340000031984,394.353999992251
hsa-miR-1234,693.271000171308,610.292000096443,639.291999969166,739.527999777027,658.417000143881,656.478999775254,655.728999962378,576.056000142816,597.985999861746
hsa-miR-1236,624.715000185734,607.06900018054,579.603999950695,630.472000011224,818.555999902093,1076.72199876585,818.555999902093,1067.25000203609,667.923999916966
hsa-miR-1237,601.603999939274,450.811999884874,568.173999929437,620.660000186246,903.701000057671,659.736000099201,901.548999788831,607.5069999815,561.181000004093
hsa-miR-1238,1058.53500228838,950.12499998317,1173.45099600625,1125.2709973024,1355.61099691723,999.513999696831,1350.59000433818,1132.86800388461,588.499999984318
hsa-miR-124-3p,1204.29900038665,915.319000073203,1410.77100038256,1173.45099600625,2962.87500669266,1846.68800431083,2934.45799171723,1410.77100038256,3565.5690059129
hsa-miR-124-5p,897.465000295221,936.839999816511,1076.72199876585,752.903000248995,2587.23599452503,1238.36100271972,2608.31900351546,1042.19400083122,2094.13899993877
hsa-miR-1243,7154.56198518246,6085.50701087075,1450.2429995627,1474.09700421412,699.458000005989,411.58299992977,733.450999950026,451.694000036134,676.84700004239
hsa-miR-1244,21776.5900086963,14616.6110296504,3514.45101207156,2817.2990004796,540.742999933605,283.117999958537,760.31199996094,461.40299996898,438.256999941427
hsa-miR-1245a,2869.81899324291,2342.51399217743,2215.66699250375,2044.86799686802,9672.14602185959,2934.45799171723,8766.41000530178,3144.05600242339,1466.81899647923
hsa-miR-1246,1004.61799989175,929.763999820816,605.181000078414,691.757000217563,689.249999995131,708.832999770044,685.075999808064,438.256999941427,553.367999848379
hsa-miR-1247-5p,690.145999865558,630.958000200577,601.603999939274,550.923999836999,408.438000057604,526.194000057556,412.139000118062,452.068999991562,609.688000152585
hsa-miR-1248,575.582999962939,548.409999999465,521.048999917491,577.569000016208,443.513999922497,531.235999943327,448.395999954698,424.402999965166,562.347000126516
hsa-miR-1249,613.895999834638,717.902999913877,591.493000030885,518.160000011157,392.069000125516,519.764000069357,395.943999952729,444.931000084068,484.361000031625
hsa-miR-1250,20553.8339855138,16555.3120063293,5023.52799058598,5721.09700066153,42571.4730384416,38012.5700652046,30202.9018969331,26061.2770523491,15271.868023827
hsa-miR-1251,806.451000222875,996.902999956328,886.999999814899,774.22900005675,981.243000141193,731.235999865385,988.707999700286,706.757000037979,527.104000010899
hsa-miR-1252,1039.31900303396,1045.28500318222,709.778000168274,702.763999959156,850.590000160205,838.368000056373,844.896000131676,671.832999846477,623.402999813833
hsa-miR-1253,602.611000101821,557.382000069864,413.736000114304,606.29900012412,482.638999975085,459.298999918276,483.56900001804,409.832999865161,444.931000084068
hsa-miR-1254,581.499999809262,604.229000117123,558.70800007601,562.347000126516,768.45799974264,715.229000173262,769.708000062628,424.943999937487,614.423999996522
hsa-miR-1255a,1051.77799991819,969.708000089807,1051.77799991819,1045.28500318222,2324.82600417834,1379.78500339617,2342.51399217743,1623.20099587547,986.1389999989
hsa-miR-1255b-5p,685.075999808064,657.721999887618,698.492999803758,761.528000139276,740.583000122725,732.299000240522,738.389000172761,626.028000008611,498.173999931508
hsa-miR-1256,708.832999770044,666.763999980519,606.681000162189,505.417000078719,1025.50699701882,1067.25000203609,1016.13900010067,1208.87500040281,791.749999984529
hsa-miR-1257,572.805999870245,569.575999966062,473.027999843278,574.360999985123,514.8959998958,559.111000103535,518.999999871255,540.742999933605,574.000000129033
hsa-miR-1258,708.061999875876,642.347000050229,802.590000271336,727.326000218653,585.722000178882,740.583000122725,585.235999832678,664.700999947443,910.368000198945
hsa-miR-1259,811.36099976924,838.368000056373,1009.6740003444,1156.09699678434,1418.15299665908,1042.19400083122,1403.40999791004,947.931000136654,1144.19400089863
hsa-miR-125a-3p,497.54899999283,474.937999914716,495.361000074144,532.375000165932,603.194000043873,667.402999872981,604.818999839568,579.17400004849,704.124999883085
hsa-miR-125a-5p,988.707999700286,893.492999748579,1132.86800388461,1095.56200285573,1952.88199484122,1660.23600264934,1924.79899631946,1144.19400089863,1732.90999562701
hsa-miR-125b-1-3p,1152.09699740103,989.528000285147,1094.12500369258,1094.12500369258,743.860999917793,442.360999933682,1242.40299729213,1639.00000102308,1253.41699982854
hsa-miR-125b-2-3p,794.208000069601,769.000000020348,999.832999674027,985.930999688425,745.639000180412,541.583000009561,1290.33300100351,1177.77800399844,1290.33300100351
hsa-miR-125b-5p,584.417000072666,485.125000072146,483.145999969362,455.478999862715,618.99299986467,573.221999834021,618.99299986467,486.068999952606,433.103999856405
hsa-miR-126-3p,1025.50699701882,1032.83300240574,1214.56900263729,1214.56900263729,708.061999875876,347.79899991468,690.853999977117,732.299000240522,494.965000130315
hsa-miR-126-5p,32987.4729024486,24377.8479234036,24377.8479234036,11492.7640302937,6994.81899547825,60175.8481293976,13159.2079890371,24377.8479234036,13159.2079890371
hsa-miR-1260a,557.777999932492,591.965000148883,582.451000128206,560.805999830133,865.346999794079,687.464999934818,853.938000098213,755.639000145323,736.228999869653
hsa-miR-1260b,727.326000218653,735.222000144083,780.847000207365,838.368000056373,1013.20800001636,811.36099976924,885.139000025718,756.770999781328,2012.41700461299
hsa-miR-1261,701.374999771467,771.756999879593,838.368000056373,936.839999816511,844.896000131676,783.55599989362,839.771000059983,793.139000266379,1418.15299665908
hsa-miR-1262,430.4440001366,537.708000032819,462.28499992393,461.40299996898,639.291999969166,562.048999876906,632.652999860507,598.784999973826,1091.63200299916
hsa-miR-1263,582.451000128206,570.01399990834,533.361000030417,558.270999821385,873.73600004004,947.931000136654,865.346999794079,720.806000004294,1384.90300320388
hsa-miR-1264,448.014000132537,371.360999881413,483.56900001804,399.075999969644,512.340000100418,599.562000198335,514.8959998958,624.069000077276,751.535000136718
hsa-miR-1265,593.249999920247,527.465000154595,500.124999880194,601.943999863393,754.853999739488,750.603999894851,752.903000248995,752.903000248995,886.999999814899
hsa-miR-1266,402.895999977028,383.806000003049,474.124999903303,399.951000053613,437.264000054779,706.757000037979,431.840000092155,555.325999875445,1047.81899835297
hsa-miR-1267,4078.93100824005,3064.43100955867,1952.88199484122,1999.66700562994,3614.5560078263,2286.71499318488,3565.5690059129,1722.91000496915,4405.74301376326
hsa-miR-1268a,871.750000134926,899.700999856165,1732.90999562701,1373.38200468963,952.653000157614,891.52099995826,947.931000136654,692.506999970329,1279.78500279368
hsa-miR-1269a,1565.68100539219,1173.45099600625,1755.38900412838,2363.81900688927,589.500000008269,303.910000096138,413.736000114304,400.90999993853,358.562000031236
hsa-miR-127-3p,1458.0969970659,1144.31899947362,660.24999992353,670.04199994881,863.402999758039,3640.04199628788,999.832999674027,1078.77799990577,989.528000285147
hsa-miR-127-5p,542.30600000063,440.485999889169,682.527999961205,582.97200016935,511.568999867649,502.597000147508,548.569000149964,614.361000168109,551.513999850372
hsa-miR-1270,717.902999913877,740.583000122725,746.39599976253,801.159999769354,744.083000026333,895.688000280348,623.402999813833,537.318999816458,1181.24999672832
hsa-miR-1271-5p,412.139000118062,575.069000059763,557.382000069864,506.096999909427,618.437999855252,685.757000229123,618.437999855252,578.381999913181,743.000000237627
hsa-miR-1272,969.708000089807,1073.41700266034,885.139000025718,981.243000141193,1755.38900412838,1007.27099974754,1755.38900412838,745.110999888186,2562.75699328322
hsa-miR-1273a,622.902999799338,592.832999936697,707.402999950887,696.05599995635,802.590000271336,682.056000036027,801.159999769354,682.056000036027,579.992999970588
hsa-miR-1273c,380.222000037256,444.04199998513,350.70099997134,446.271000046276,405.714999918935,456.15299995985,409.832999865161,488.464999934757,713.2430002124
hsa-miR-1273d,486.068999952606,440.048999894711,535.028000056524,584.417000072666,429.32600003678,668.492999879569,417.139000098391,505.056000072166,857.99999970291
hsa-miR-1274a,802.590000271336,806.451000222875,830.653000026935,901.548999788831,1815.23599900951,1002.18099982672,1776.87500176753,1051.77799991819,2410.94400682933
hsa-miR-1274b,469.965000056198,491.811999906956,464.464999855596,526.194000057556,283.117999958537,461.972000095011,223.485999970001,525.694000145071,523.479000139154
hsa-miR-1275,715.229000173262,678.332999769033,665.339999812848,639.291999969166,774.22900005675,522.569000011149,776.69400006159,729.082999779164,1095.56200285573
hsa-miR-1276,5104.03501125041,4478.10400448068,3961.93100139494,4405.74301376326,541.160000073791,350.70099997134,438.256999941427,223.485999970001,491.811999906956
hsa-miR-1277-3p,566.972000006482,498.173999931508,548.409999999465,518.611000151886,821.082999756984,644.715000209608,822.979000249109,652.492999915855,1227.62500367812
hsa-miR-1278,613.443999954327,561.181000004093,496.721999842066,595.965000020569,649.347000102172,639.819000004543,646.152999924913,725.556000138417,929.763999820816
hsa-miR-1279,744.083000026333,827.444000082381,859.638999974764,932.291999981247,140.306000000809,119.263999994481,119.263999994481,95.6530000039651,325.597000073817
hsa-miR-128,635.693999828978,604.3889999247,699.722000000497,646.721999922192,663.624999943085,1882.20799789102,677.653000163326,631.625000167264,644.805999928582
hsa-miR-1280,466.749999926818,416.299000077639,426.360999993422,515.299000162781,469.965000056198,562.687999888007,471.610999886356,538.818999916086,403.854000131253
hsa-miR-1281,530.15999988913,568.173999929437,460.298999973318,436.624999880496,563.693999927926,491.339999836827,564.124999916913,627.2990001857,778.146000160916
hsa-miR-1282,4632.48599710548,3470.10400939827,6734.83301369203,6200.53501972211,5192.39600048407,3565.5690059129,4942.9510012986,4206.89600614844,7154.56198518246
hsa-miR-1283,1361.20799998801,1091.63200299916,1296.07599740275,1128.70099813262,1302.56899821177,3470.10400939827,1310.32599674904,1457.91000370995,1214.56900263729
hsa-miR-1284,1279.78500279368,1291.22200052249,1338.27799787868,1418.15299665908,910.368000198945,934.799000275272,905.597000194174,809.770999964882,1032.83300240574
hsa-miR-1285-3p,749.368000075519,798.84700015416,938.687999956273,832.278000013782,1087.22900161995,814.298999775132,1076.72199876585,1061.37500207603,1593.56200534958
hsa-miR-1286,618.99299986467,663.965000151736,624.715000185734,636.26400018812,521.416999902509,650.659999975412,527.825999850096,570.833000172438,489.778000098783
hsa-miR-1287,1513.59700106496,1450.2429995627,1551.20099648397,1722.91000496915,1190.83299882088,1151.88900393914,1199.71500022559,1328.64599665775,1498.74299990252
hsa-miR-1288,844.896000131676,901.548999788831,878.937999698636,803.819000116472,474.124999903303,554.507000150615,474.472000059283,422.457999940753,603.194000043873
hsa-miR-1289,680.2989999018,575.582999962939,697.014000159414,705.846999830312,827.444000082381,671.832999846477,828.825999781868,836.965000267237,670.424000148076
hsa-miR-129-1-3p,819.693999736282,881.37499984358,1091.63200299916,1102.61799764602,760.31199996094,863.54199973667,656.478999775254,731.235999865385,1457.91000370995
hsa-miR-129-2-3p,771.000000045407,690.902999986019,779.207999901151,866.735999890926,1360.40300254903,1085.30600010633,1187.24999929364,1360.40300254903,1187.24999929364
hsa-miR-129-5p,461.583000129046,556.58299994495,444.193999868515,551.042000047704,512.096999930346,587.624999921089,531.957999989636,537.125000084164,512.638999863091
hsa-miR-1290,62396.604839173,64213.0778093001,64213.0778093001,64213.0778093001,456.15299995985,376.506999885706,374.722000044437,355.7220000195,344.249999967795
hsa-miR-1291,607.5069999815,494.2220001414,583.042000044288,440.631999877207,460.298999973318,507.443999875756,463.923999911588,507.950999835271,601.943999863393
hsa-miR-1292,4871.55598385683,5290.93801176907,8766.41000530178,7322.75001281479,11642.604008546,5963.45801565449,11031.7640107084,6336.6880094232,6336.6880094232
hsa-miR-1293,1543.18099948938,1602.3400001333,2254.06899432824,1815.23599900951,1649.76400541369,1273.96500244364,1649.76400541369,1613.48599499935,2843.82599848831
hsa-miR-1294,600.736000050013,647.47199981492,708.832999770044,723.81899988398,923.64600020275,827.444000082381,924.979000028676,754.853999739488,508.500000050226
hsa-miR-1295a,621.659999966391,621.659999966391,603.757000198703,590.082999845015,347.79899991468,395.257000079882,332.555999966168,140.306000000809,716.181000094645
hsa-miR-1296,516.014000078344,620.660000186246,575.069000059763,521.416999902509,383.806000003049,520.007000074785,389.311999943354,462.707999871466,603.757000198703
hsa-miR-1297,634.548999850138,634.548999850138,621.659999966391,595.125000183014,469.166999918235,409.832999865161,471.055999987914,369.659999933095,737.228999787271
hsa-miR-1298,559.66699981607,493.443999968664,647.47199981492,506.416999847789,475.868000089152,513.43100016503,478.263999898466,466.749999926818,750.603999894851
hsa-miR-1299,2639.16700290796,2434.63899171729,2144.37500677038,1543.18099948938,1640.32599928358,1045.28500318222,1640.32599928358,1273.96500244364,830.653000026935
hsa-miR-1300,801.159999769354,774.22900005675,758.13200010986,825.771000222579,598.784999973826,677.596999973718,601.603999939274,543.485999920547,518.160000011157
hsa-miR-1301,923.64600020275,863.54199973667,1148.2289976421,1007.27099974754,569.575999966062,422.457999940753,571.610999805149,364.076000050896,452.868000054361
hsa-miR-1302,3394.33299613876,4405.74301376326,6336.6880094232,5290.93801176907,16555.3120063293,6734.83301369203,15271.868023827,4281.18798599406,10153.6180098893
hsa-miR-1303,704.124999883085,746.39599976253,818.555999902093,878.937999698636,748.31900013952,567.66699995817,747.305999850718,537.708000032819,517.111000009799
hsa-miR-1304-5p,474.680999962254,590.472000055018,498.111000071229,529.972000152093,626.167000032917,619.736000174988,521.528000152986,652.235999889554,529.582999962698
hsa-miR-1305,1924.79899631946,1776.87500176753,2608.31900351546,2233.61800374887,2451.52799312403,1575.5970002403,2473.99999146629,1788.82600346173,2385.81899688562
hsa-miR-1306-3p,3904.11799200942,3961.93100139494,6085.50701087075,5827.70098356704,4559.45799799624,4028.24300037987,4405.74301376326,3961.93100139494,695.311999911086
hsa-miR-1307-3p,64800.3282168857,64800.3282168857,62396.604839173,62396.604839173,95.6530000039651,415.403000000589,590.082999845015,452.465000005315,453.812000001512
hsa-miR-1308,28126.1460059375,42571.4730384416,28126.1460059375,32308.8199947329,344.249999967795,361.15299992993,432.583000005772,558.270999821385,87.8890000050647
hsa-miR-130a-3p,489.778000098783,428.736000035203,426.610999920847,456.250000109188,701.485999937106,807.611000174372,622.944000111315,608.180999981083,620.388999904256
hsa-miR-130a-5p,462.222000005578,441.221999857333,563.403000175994,408.207999958572,555.347000112662,664.819000206089,633.471999910024,570.471999828998,621.208000068919
hsa-miR-130b-3p,404.736000085205,399.193999863382,507.986000030936,397.153000029907,490.666999854686,651.056000168145,462.222000005578,491.931000011037,464.778000002834
hsa-miR-130b-5p,549.16700005275,597.278000150373,545.403000142764,546.514000176366,1275.06899567401,882.916999872451,694.02799994206,688.444000011893,691.95800020931
hsa-miR-132-3p,2261.33299814947,2184.16699595873,3386.15300908824,3640.04199628788,2473.138997046,10373.9730035007,10373.9730035007,3514.86099577668,10373.9730035007
hsa-miR-132-5p,1382.81900363182,1605.16700401108,1994.44399908275,2666.73599348541,989.528000285147,916.763999727748,1102.45800031566,1382.81900363182,1094.12500369258
hsa-miR-1321,1002.18099982672,1253.58300421841,1058.53500228838,1076.72199876585,596.471999876322,492.944000013763,599.174000016159,476.611000152578,592.832999936697
hsa-miR-1322,4559.45799799624,4559.45799799624,9467.7229869255,7995.47201056477,536.576000046355,336.99999995752,507.117999960581,385.319000128329,446.89600014301
hsa-miR-1323,1403.40999791004,1507.72200237383,1268.54899837673,1264.11099563668,507.950999835271,344.249999967795,412.882000017285,480.861000117976,805.450999817097
hsa-miR-1324,11337.1110057604,11337.1110057604,21776.5900086963,14616.6110296504,548.083000077993,369.659999933095,522.09700011797,469.527999866846,418.561999907592
hsa-miR-133a,1484.86100079683,1704.58299535251,1723.70799520569,1704.58299535251,932.208000264918,1521.56899659605,1549.19399611243,1058.13899935157,1549.19399611243
hsa-miR-134,1187.24999929364,1396.05600173948,1152.09699740103,1233.40300414221,1187.24999929364,1197.83300122332,920.068999990392,1136.0140007185,923.527999986792
hsa-miR-135a-3p,1968.18100528047,1566.29199947354,974.235999695026,1102.45800031566,1036.54200046858,1750.62499640595,909.193999839752,1660.68100291169,900.638999852166
hsa-miR-135a-5p,2271.72900438045,2161.66699867492,1859.33300042926,2324.82600417834,672.653000166868,472.472000152039,771.756999879593,560.805999830133,443.513999922497
hsa-miR-135b-3p,763.318999946071,717.305999896808,521.985999970853,521.985999970853,805.346999878498,736.194000233208,698.207999989892,838.472000059898,708.500000040261
hsa-miR-135b-5p,505.861000073587,565.250000097351,487.361000022266,482.083000089753,546.068999998198,577.430999979188,362.610999886449,557.277999933589,343.097000007394
hsa-miR-136-3p,855.916999921487,758.027999815089,827.208000043942,483.486000043974,657.139000110844,717.305999896808,726.166999780419,834.917000220634,728.5970002186
hsa-miR-136-5p,524.680999950304,474.180999908342,497.542000120557,493.388999931447,702.6669998508,530.681000161187,394.472000062001,651.056000168145,392.360999977129
hsa-miR-137,421.542000038038,350.721999948999,456.818999922278,482.680999936711,555.861000049491,510.91700005898,581.583000057805,587.624999921089,586.305999798122
hsa-miR-138-1-3p,366.70800010106,468.957999948223,385.610999873009,575.457999848054,639.264000054845,634.943999889892,634.193999915508,414.846999998784,629.167000122028
hsa-miR-138-2-3p,909.193999839752,1071.65299770575,1144.31899947362,1025.04200107237,904.875000039572,1127.72199940833,734.750000177572,916.763999727748,763.318999946071
